Industry,Indentation Level,Main Category
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,212275.0,212558.33,215475.0,216533.33,217333.33,217158.33,215250.0,214941.67,215241.67,222366.67,218516.67,219375.0,216450.0,218250.0,217597.92",0,
"Civilian Employment,191191.67,192258.33,197133.33,200725.0,203875.0,205591.67,204333.33,205141.67,206716.67,214275.0,200741.67,206716.67,208541.67,209266.67,204173.61",1,
"Civilian Unemployment,21083.33,20300.0,18366.67,15816.67,13466.67,11583.33,10925.0,9800.0,8516.67,8108.33,17758.33,12691.67,7900.0,8983.33,13411.11",1,
"Civilian Unemployment Rate,0.1,0.1,0.09,0.07,0.06,0.05,0.05,0.05,0.04,0.04,0.08,0.06,0.04,0.04,0.06",0,
"""Total, All Industries"",182741.67,183700.0,188891.67,194200.0,198025.0,200691.67,201058.33,202991.67,208408.33,213508.33,201450.0,208516.67,217258.33,219291.67,208354.86",0,
"Total Farm,18633.33,18225.0,18791.67,19325.0,20966.67,20983.33,20900.0,21741.67,22858.33,24091.67,25166.67,27025.0,29366.67,28958.33,25603.47",1,
"Total Nonfarm,164108.33,165475.0,170100.0,174875.0,177058.33,179708.33,180158.33,181250.0,185550.0,189416.67,176283.33,181491.67,187891.67,190333.33,182751.39",1,
"Total Private,125883.33,127725.0,132366.67,137000.0,138741.67,141058.33,142100.0,142550.0,146575.0,149983.33,139766.67,146333.33,153608.33,154950.0,145793.06",2,
"Goods Producing,19216.67,19616.67,20075.0,20508.33,20983.33,21900.0,22500.0,22291.67,22733.33,22808.33,21425.0,21858.33,22716.67,23141.67,21700.0",2,
"""      Mining, Logging and Construction"",7958.33,7933.33,8116.67,8450.0,8683.33,8950.0,9058.33,9166.67,9866.67,9908.33,9500.0,9850.0,10333.33,10483.33,9570.14",0,
"Mining and Logging,975.0,1133.33,1275.0,1225.0,1266.67,1133.33,883.33,850.0,1033.33,1025.0,700.0,600.0,591.67,608.33,839.58",3,
"Construction,6983.33,6800.0,6841.67,7225.0,7416.67,7816.67,8175.0,8316.67,8833.33,8883.33,8800.0,9250.0,9741.67,9875.0,8730.56",3,
"Manufacturing,11258.33,11683.33,11958.33,12058.33,12300.0,12950.0,13441.67,13125.0,12866.67,12900.0,11925.0,12008.33,12383.33,12658.33,12129.86",3,
"Durable Goods,8533.33,8783.33,8800.0,8725.0,8700.0,9200.0,9433.33,9266.67,8983.33,9183.33,8508.33,8375.0,8266.67,8383.33,8461.8",4,"Durable Goods,8533.33,8783.33,8800.0,8725.0,8700.0,9200.0,9433.33,9266.67,8983.33,9183.33,8508.33,8375.0,8266.67,8383.33,8461.8"
"Service-Providing,144891.67,145858.33,150025.0,154366.67,156075.0,157808.33,157658.33,158958.33,162816.67,166608.33,154858.33,159633.33,165175.0,167191.67,161051.39",0,"Durable Goods,8533.33,8783.33,8800.0,8725.0,8700.0,9200.0,9433.33,9266.67,8983.33,9183.33,8508.33,8375.0,8266.67,8383.33,8461.8"
"Private Service Providing,106666.67,108108.33,112291.67,116491.67,117758.33,119158.33,119600.0,120258.33,123841.67,127175.0,118341.67,124475.0,130891.67,131808.33,124093.06",2,"Durable Goods,8533.33,8783.33,8800.0,8725.0,8700.0,9200.0,9433.33,9266.67,8983.33,9183.33,8508.33,8375.0,8266.67,8383.33,8461.8"
"""      Trade, Transportation, and Utilities"",24691.67,24566.67,25700.0,26683.33,27175.0,27416.67,27116.67,27075.0,27208.33,27200.0,25591.67,27200.0,27358.33,26916.67,26201.39",0,"Durable Goods,8533.33,8783.33,8800.0,8725.0,8700.0,9200.0,9433.33,9266.67,8983.33,9183.33,8508.33,8375.0,8266.67,8383.33,8461.8"
"Wholesale Trade,3941.67,3950.0,4175.0,4525.0,4566.67,4691.67,4741.67,4983.33,5133.33,5116.67,4966.67,5366.67,5325.0,4883.33,4538.2",4,"Wholesale Trade,3941.67,3950.0,4175.0,4525.0,4566.67,4691.67,4741.67,4983.33,5133.33,5116.67,4966.67,5366.67,5325.0,4883.33,4538.2"
"Retail Trade,17958.33,17841.67,18491.67,18908.33,19300.0,19450.0,19166.67,18850.0,18658.33,18566.67,17275.0,18100.0,18225.0,18516.67,18475.0",4,"Retail Trade,17958.33,17841.67,18491.67,18908.33,19300.0,19450.0,19166.67,18850.0,18658.33,18566.67,17275.0,18100.0,18225.0,18516.67,18475.0"
"Food and Beverage Retailers,4400.0,4416.67,4741.67,4908.33,5058.33,5241.67,4975.0,4991.67,4991.67,5166.67,5275.0,5450.0,5316.67,5533.33,5168.75",5,"Retail Trade,17958.33,17841.67,18491.67,18908.33,19300.0,19450.0,19166.67,18850.0,18658.33,18566.67,17275.0,18100.0,18225.0,18516.67,18475.0"
"""          Clothing, Clothing Accessories, Shoe, and Jewelry"",2158.33,2041.67,2083.33,2066.67,2208.33,2133.33,1983.33,1941.67,1866.67,1758.33,1241.67,1458.33,1591.67,1625.0,1829.86",0,"Retail Trade,17958.33,17841.67,18491.67,18908.33,19300.0,19450.0,19166.67,18850.0,18658.33,18566.67,17275.0,18100.0,18225.0,18516.67,18475.0"
"""        Transportation, Warehousing, and Utilities"",2791.67,2775.0,3033.33,3250.0,3308.33,3275.0,3208.33,3241.67,3416.67,3516.67,3350.0,3733.33,3808.33,3516.67,3188.19",0,"Retail Trade,17958.33,17841.67,18491.67,18908.33,19300.0,19450.0,19166.67,18850.0,18658.33,18566.67,17275.0,18100.0,18225.0,18516.67,18475.0"
"Information,3416.67,3566.67,4058.33,4183.33,4200.0,4366.67,4458.33,4266.67,4041.67,4066.67,3941.67,3983.33,4508.33,4466.67,4110.42",3,"Retail Trade,17958.33,17841.67,18491.67,18908.33,19300.0,19450.0,19166.67,18850.0,18658.33,18566.67,17275.0,18100.0,18225.0,18516.67,18475.0"
"Financial Activities,6433.33,6541.67,6533.33,6533.33,6416.67,6441.67,6483.33,6608.33,6716.67,6850.0,6758.33,6900.0,7100.0,6983.33,6788.19",3,"Retail Trade,17958.33,17841.67,18491.67,18908.33,19300.0,19450.0,19166.67,18850.0,18658.33,18566.67,17275.0,18100.0,18225.0,18516.67,18475.0"
"Finance and Insurance,3725.0,3666.67,3616.67,3525.0,3366.67,3350.0,3400.0,3625.0,3691.67,3750.0,3791.67,3733.33,3666.67,3533.33,3533.33",4,"Finance and Insurance,3725.0,3666.67,3616.67,3525.0,3366.67,3350.0,3400.0,3625.0,3691.67,3750.0,3791.67,3733.33,3666.67,3533.33,3533.33"
"Real Estate and Rental and Leasing,2708.33,2875.0,2916.67,3008.33,3050.0,3091.67,3083.33,2983.33,3025.0,3100.0,2966.67,3166.67,3433.33,3450.0,3254.86",4,"Real Estate and Rental and Leasing,2708.33,2875.0,2916.67,3008.33,3050.0,3091.67,3083.33,2983.33,3025.0,3100.0,2966.67,3166.67,3433.33,3450.0,3254.86"
"Professional and Business Services,21900.0,22608.33,23750.0,24558.33,23550.0,22750.0,21725.0,21175.0,24133.33,25200.0,26533.33,27350.0,27866.67,27183.33,25838.89",3,"Real Estate and Rental and Leasing,2708.33,2875.0,2916.67,3008.33,3050.0,3091.67,3083.33,2983.33,3025.0,3100.0,2966.67,3166.67,3433.33,3450.0,3254.86"
"""        Professional, Scientific, and Technical Services"",10941.67,11208.33,11433.33,11475.0,11166.67,10941.67,10983.33,11033.33,11166.67,11750.0,11791.67,11958.33,12408.33,12341.67,11860.42",0,"Real Estate and Rental and Leasing,2708.33,2875.0,2916.67,3008.33,3050.0,3091.67,3083.33,2983.33,3025.0,3100.0,2966.67,3166.67,3433.33,3450.0,3254.86"
"Management of Companies and Enterprises,1750.0,1641.67,1775.0,1991.67,2258.33,2508.33,2633.33,2625.0,2741.67,2891.67,3041.67,3191.67,3041.67,2900.0,2484.72",4,"Management of Companies and Enterprises,1750.0,1641.67,1775.0,1991.67,2258.33,2508.33,2633.33,2625.0,2741.67,2891.67,3041.67,3191.67,3041.67,2900.0,2484.72"
"Administrative and Support and Waste and Remediatio,9208.33,9758.33,10541.67,11091.67,10125.0,9300.0,8108.33,7516.67,10225.0,10558.33,11700.0,12200.0,12416.67,11941.67,11493.75",4,"Administrative and Support and Waste and Remediatio,9208.33,9758.33,10541.67,11091.67,10125.0,9300.0,8108.33,7516.67,10225.0,10558.33,11700.0,12200.0,12416.67,11941.67,11493.75"
"Private Education and Health Services,22991.67,23450.0,23991.67,24566.67,25133.33,25675.0,26575.0,27258.33,27400.0,28408.33,28050.0,28808.33,29375.0,30858.33,28636.11",3,"Administrative and Support and Waste and Remediatio,9208.33,9758.33,10541.67,11091.67,10125.0,9300.0,8108.33,7516.67,10225.0,10558.33,11700.0,12200.0,12416.67,11941.67,11493.75"
"Private Educational Services,2516.67,2608.33,2791.67,2883.33,2841.67,2716.67,2825.0,2908.33,2941.67,3191.67,2750.0,2758.33,2975.0,3125.0,3036.81",4,"Private Educational Services,2516.67,2608.33,2791.67,2883.33,2841.67,2716.67,2825.0,2908.33,2941.67,3191.67,2750.0,2758.33,2975.0,3125.0,3036.81"
"Health Care and Social Assistance,20475.0,20841.67,21200.0,21683.33,22291.67,22958.33,23750.0,24350.0,24458.33,25216.67,25300.0,26050.0,26400.0,27733.33,25599.31",4,"Health Care and Social Assistance,20475.0,20841.67,21200.0,21683.33,22291.67,22958.33,23750.0,24350.0,24458.33,25216.67,25300.0,26050.0,26400.0,27733.33,25599.31"
"Leisure and Hospitality,21900.0,22150.0,22958.33,24433.33,25583.33,26616.67,27233.33,27825.0,28150.0,28950.0,21883.33,24341.67,28175.0,28700.0,26293.75",3,"Health Care and Social Assistance,20475.0,20841.67,21200.0,21683.33,22291.67,22958.33,23750.0,24350.0,24458.33,25216.67,25300.0,26050.0,26400.0,27733.33,25599.31"
"""         Arts, Entertainment, and Recreation"",2866.67,2916.67,3091.67,3183.33,3316.67,3433.33,3425.0,3616.67,3583.33,3800.0,2758.33,3125.0,3700.0,3900.0,3539.58",0,"Health Care and Social Assistance,20475.0,20841.67,21200.0,21683.33,22291.67,22958.33,23750.0,24350.0,24458.33,25216.67,25300.0,26050.0,26400.0,27733.33,25599.31"
"Accommodation and Food Services,19033.33,19233.33,19866.67,21250.0,22266.67,23183.33,23808.33,24208.33,24566.67,25150.0,19125.0,21216.67,24475.0,24800.0,22754.17",4,"Accommodation and Food Services,19033.33,19233.33,19866.67,21250.0,22266.67,23183.33,23808.33,24208.33,24566.67,25150.0,19125.0,21216.67,24475.0,24800.0,22754.17"
"Accommodation,4416.67,4508.33,4641.67,4908.33,4916.67,5183.33,5283.33,5491.67,5516.67,5958.33,4241.67,4250.0,4966.67,5083.33,4865.97",5,"Accommodation and Food Services,19033.33,19233.33,19866.67,21250.0,22266.67,23183.33,23808.33,24208.33,24566.67,25150.0,19125.0,21216.67,24475.0,24800.0,22754.17"
"Food Services and Drinking Places,14616.67,14725.0,15225.0,16341.67,17350.0,18000.0,18525.0,18716.67,19050.0,19191.67,14883.33,16966.67,19508.33,19716.67,17888.2",5,"Accommodation and Food Services,19033.33,19233.33,19866.67,21250.0,22266.67,23183.33,23808.33,24208.33,24566.67,25150.0,19125.0,21216.67,24475.0,24800.0,22754.17"
"Other Services,5333.33,5225.0,5300.0,5533.33,5700.0,5891.67,6008.33,6050.0,6191.67,6500.0,5583.33,5891.67,6508.33,6700.0,6224.3",3,"Accommodation and Food Services,19033.33,19233.33,19866.67,21250.0,22266.67,23183.33,23808.33,24208.33,24566.67,25150.0,19125.0,21216.67,24475.0,24800.0,22754.17"
"Government,38225.0,37750.0,37733.33,37875.0,38316.67,38650.0,38058.33,38700.0,38975.0,39433.33,36516.67,35158.33,34283.33,35383.33,36958.33",3,"Accommodation and Food Services,19033.33,19233.33,19866.67,21250.0,22266.67,23183.33,23808.33,24208.33,24566.67,25150.0,19125.0,21216.67,24475.0,24800.0,22754.17"
"Federal Government,4125.0,3950.0,3966.67,3733.33,3666.67,3575.0,3616.67,3600.0,3525.0,3525.0,3550.0,3741.67,3966.67,4033.33,3995.14",4,"Federal Government,4125.0,3950.0,3966.67,3733.33,3666.67,3575.0,3616.67,3600.0,3525.0,3525.0,3550.0,3741.67,3966.67,4033.33,3995.14"
"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2",4,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"State Government,10583.33,10500.0,10658.33,10950.0,10966.67,11300.0,11458.33,11808.33,12141.67,12391.67,10833.33,9516.67,7466.67,7866.67,9296.53",5,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"State Government Educational Services,9975.0,9900.0,10058.33,10350.0,10366.67,10700.0,10858.33,11208.33,11541.67,11783.33,10233.33,8916.67,6866.67,7266.67,8695.83",6,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"State Government Excluding Education,608.33,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,608.33,600.0,600.0,600.0,600.0,600.69",6,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"Local Government,23516.67,23300.0,23108.33,23191.67,23683.33,23775.0,22983.33,23291.67,23308.33,23516.67,22133.33,21900.0,22850.0,23483.33,23666.67",5,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"Local Government Educational Services,12783.33,12791.67,12583.33,12575.0,12916.67,12683.33,11466.67,11800.0,11933.33,11958.33,11041.67,11033.33,11800.0,12058.33,12362.5",6,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"Local Government Excluding Educational Services,10733.33,10508.33,10525.0,10616.67,10766.67,11091.67,11516.67,11491.67,11375.0,11558.33,11091.67,10866.67,11050.0,11425.0,11304.17",6,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"County Government,4766.67,4500.0,4458.33,4491.67,4541.67,4741.67,4775.0,4758.33,4633.33,4683.33,4700.0,4700.0,4650.0,4700.0,4704.86",6,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"City Government,2833.33,2783.33,2750.0,2825.0,2866.67,2900.0,3125.0,3066.67,3050.0,3075.0,2758.33,2675.0,2725.0,2858.33,2904.86",6,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"Special Districts plus Tribes,3141.67,3241.67,3316.67,3300.0,3358.33,3450.0,3616.67,3666.67,3691.67,3800.0,3633.33,3491.67,3675.0,3866.67,3696.53",6,"Total State and Local Government,34100.0,33800.0,33766.67,34141.67,34650.0,35075.0,34441.67,35100.0,35450.0,35908.33,32966.67,31416.67,30316.67,31350.0,32963.2"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,926866.67,937891.67,955975.0,968141.67,987616.67,1012208.33,1027916.67,1037358.33,1042541.67,1048766.67,1023658.33,1010166.67,1031491.67,1038958.33,999432.64",0,
"Civilian Employment,828000.0,849083.33,879450.0,904716.67,936100.0,969950.0,989058.33,1003691.67,1014966.67,1022333.33,950750.0,961608.33,1003700.0,1002558.33,943295.83",1,
"Civilian Unemployment,98866.67,88800.0,76516.67,63441.67,51516.67,42266.67,38875.0,33675.0,27566.67,26425.0,72900.0,48525.0,27791.67,36375.0,56136.81",1,
"Civilian Unemployment Rate,0.11,0.09,0.08,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.07,0.05,0.03,0.04,0.06",0,
"""Total, All Industries"",860258.33,881091.67,914783.33,950683.33,990983.33,1028858.33,1060625.0,1093675.0,1115191.67,1137916.67,1068558.33,1087350.0,1139900.0,1144325.0,919560.0",0,
"Total Farm,3525.0,3416.67,3316.67,3341.67,3525.0,3683.33,3925.0,3583.33,3516.67,3266.67,3108.33,3033.33,3033.33,2983.33,3425.0",1,
"Total Nonfarm,856733.33,877675.0,911466.67,947341.67,987458.33,1025175.0,1056700.0,1090091.67,1111675.0,1134650.0,1065450.0,1084316.67,1136866.67,1141341.67,916135.0",1,
"Goods Producing,181083.33,184300.0,188025.0,190566.67,195775.0,203300.0,209258.33,211166.67,217225.0,220491.67,214250.0,214675.0,227600.0,228491.67,187950.0",2,
"Mining and Logging,200.0,200.0,233.33,266.67,300.0,225.0,291.67,216.67,200.0,200.0,183.33,191.67,200.0,183.33,240.0",3,
"Construction,31566.67,31050.0,34083.33,36675.0,38783.33,42875.0,47633.33,47883.33,48291.67,51416.67,48591.67,50108.33,52116.67,52066.67,34431.67",3,
"Manufacturing,149316.67,153050.0,153708.33,153625.0,156691.67,160200.0,161333.33,163066.67,168733.33,168875.0,165475.0,164375.0,175283.33,176241.67,153278.33",3,
"Durable Goods,139500.0,143216.67,143550.0,143300.0,146000.0,149050.0,150058.33,151983.33,157650.0,158041.67,155866.67,156658.33,166875.0,167908.33,143113.33",4,"Durable Goods,139500.0,143216.67,143550.0,143300.0,146000.0,149050.0,150058.33,151983.33,157650.0,158041.67,155866.67,156658.33,166875.0,167908.33,143113.33"
"Nondurable Goods,9816.67,9833.33,10158.33,10325.0,10691.67,11150.0,11275.0,11083.33,11083.33,10833.33,9608.33,7716.67,8408.33,8333.33,10165.0",4,"Nondurable Goods,9816.67,9833.33,10158.33,10325.0,10691.67,11150.0,11275.0,11083.33,11083.33,10833.33,9608.33,7716.67,8408.33,8333.33,10165.0"
"Service Providing,675650.0,693375.0,723441.67,756775.0,791683.33,821875.0,847441.67,878925.0,894450.0,914158.33,851200.0,869641.67,909266.67,912850.0,728185.0",2,"Nondurable Goods,9816.67,9833.33,10158.33,10325.0,10691.67,11150.0,11275.0,11083.33,11083.33,10833.33,9608.33,7716.67,8408.33,8333.33,10165.0"
"""      Trade, Transportation & Utilities"",123166.67,125183.33,129041.67,131900.0,134608.33,136050.0,137283.33,131966.67,131666.67,128350.0,116000.0,116691.67,118941.67,118766.67,128780.0",0,"Nondurable Goods,9816.67,9833.33,10158.33,10325.0,10691.67,11150.0,11275.0,11083.33,11083.33,10833.33,9608.33,7716.67,8408.33,8333.33,10165.0"
"Wholesale Trade,34616.67,33700.0,34616.67,35991.67,36858.33,36800.0,37408.33,32608.33,31908.33,31041.67,28833.33,27908.33,28533.33,28575.0,35156.67",4,"Wholesale Trade,34616.67,33700.0,34616.67,35991.67,36858.33,36800.0,37408.33,32608.33,31908.33,31041.67,28833.33,27908.33,28533.33,28575.0,35156.67"
"Retail Trade,76833.33,79658.33,81900.0,82491.67,83850.0,85133.33,85033.33,84466.67,84425.0,81733.33,71800.0,72375.0,72083.33,72333.33,80946.67",4,"Retail Trade,76833.33,79658.33,81900.0,82491.67,83850.0,85133.33,85033.33,84466.67,84425.0,81733.33,71800.0,72375.0,72083.33,72333.33,80946.67"
"""        Transportation, Warehousing, and Utilities"",11716.67,11825.0,12525.0,13416.67,13900.0,14116.67,14841.67,14891.67,15333.33,15575.0,15366.67,16408.33,18325.0,17858.33,12676.67",0,"Retail Trade,76833.33,79658.33,81900.0,82491.67,83850.0,85133.33,85033.33,84466.67,84425.0,81733.33,71800.0,72375.0,72083.33,72333.33,80946.67"
"Information,46358.33,51183.33,54100.0,58625.0,65558.33,70408.33,74525.0,84558.33,92133.33,100466.67,105758.33,106950.0,105850.0,97783.33,55165.0",3,"Retail Trade,76833.33,79658.33,81900.0,82491.67,83850.0,85133.33,85033.33,84466.67,84425.0,81733.33,71800.0,72375.0,72083.33,72333.33,80946.67"
"Financial Activities,30758.33,32041.67,32933.33,33283.33,33750.0,34216.67,35166.67,35800.0,36433.33,37566.67,37725.0,38050.0,37775.0,37616.67,32553.33",3,"Retail Trade,76833.33,79658.33,81900.0,82491.67,83850.0,85133.33,85033.33,84466.67,84425.0,81733.33,71800.0,72375.0,72083.33,72333.33,80946.67"
"Finance & Insurance,18100.0,19175.0,20100.0,20475.0,20600.0,20858.33,21325.0,21441.67,21350.0,21808.33,22725.0,23166.67,22250.0,21866.67,19690.0",4,"Finance & Insurance,18100.0,19175.0,20100.0,20475.0,20600.0,20858.33,21325.0,21441.67,21350.0,21808.33,22725.0,23166.67,22250.0,21866.67,19690.0"
"Real Estate & Rental & Leasing,12658.33,12866.67,12833.33,12808.33,13150.0,13358.33,13841.67,14358.33,15083.33,15758.33,15000.0,14883.33,15525.0,15750.0,12863.33",4,"Real Estate & Rental & Leasing,12658.33,12866.67,12833.33,12808.33,13150.0,13358.33,13841.67,14358.33,15083.33,15758.33,15000.0,14883.33,15525.0,15750.0,12863.33"
"Professional and Business Services,160216.67,166025.0,177225.0,190058.33,201775.0,215191.67,224083.33,236183.33,235850.0,241925.0,236250.0,241233.33,248875.0,244183.33,179060.0",3,"Real Estate & Rental & Leasing,12658.33,12866.67,12833.33,12808.33,13150.0,13358.33,13841.67,14358.33,15083.33,15758.33,15000.0,14883.33,15525.0,15750.0,12863.33"
"""        Professional, Scientific & Technical Services"",105200.0,109391.67,117200.0,125100.0,132691.67,141575.0,147891.67,154008.33,157658.33,164375.0,163600.0,165350.0,171366.67,168575.0,117916.67",0,"Real Estate & Rental & Leasing,12658.33,12866.67,12833.33,12808.33,13150.0,13358.33,13841.67,14358.33,15083.33,15758.33,15000.0,14883.33,15525.0,15750.0,12863.33"
"Management of Companies & Enterprises,8975.0,8966.67,9766.67,10766.67,11691.67,12608.33,12833.33,19175.0,16900.0,15825.0,14983.33,14633.33,13866.67,13791.67,10033.34",4,"Management of Companies & Enterprises,8975.0,8966.67,9766.67,10766.67,11691.67,12608.33,12833.33,19175.0,16900.0,15825.0,14983.33,14633.33,13866.67,13791.67,10033.34"
"Administrative and Support and Waste and Remediatio,46041.67,47666.67,50258.33,54191.67,57391.67,61008.33,63358.33,63000.0,61291.67,61725.0,57666.67,61250.0,63641.67,61816.67,51110.0",4,"Administrative and Support and Waste and Remediatio,46041.67,47666.67,50258.33,54191.67,57391.67,61008.33,63358.33,63000.0,61291.67,61725.0,57666.67,61250.0,63641.67,61816.67,51110.0"
"Private Education and Health Services,125975.0,128625.0,135725.0,142583.33,148683.33,154883.33,160625.0,167416.67,171933.33,177166.67,171191.67,176900.0,185433.33,194408.33,136318.33",3,"Administrative and Support and Waste and Remediatio,46041.67,47666.67,50258.33,54191.67,57391.67,61008.33,63358.33,63000.0,61291.67,61725.0,57666.67,61250.0,63641.67,61816.67,51110.0"
"Private Educational Services,35341.67,37175.0,38566.67,39783.33,42266.67,44016.67,45208.33,46841.67,47633.33,47825.0,43500.0,43908.33,46891.67,49100.0,38626.67",4,"Private Educational Services,35341.67,37175.0,38566.67,39783.33,42266.67,44016.67,45208.33,46841.67,47633.33,47825.0,43500.0,43908.33,46891.67,49100.0,38626.67"
"Health Care & Social Assistance,90633.33,91450.0,97158.33,102800.0,106416.67,110866.67,115416.67,120575.0,124300.0,129341.67,127691.67,132991.67,138541.67,145308.33,97691.67",4,"Health Care & Social Assistance,90633.33,91450.0,97158.33,102800.0,106416.67,110866.67,115416.67,120575.0,124300.0,129341.67,127691.67,132991.67,138541.67,145308.33,97691.67"
"Leisure and Hospitality,73800.0,76333.33,81341.67,86283.33,90666.67,94500.0,97550.0,101975.0,104241.67,105933.33,71700.0,77350.0,94941.67,99591.67,81685.0",3,"Health Care & Social Assistance,90633.33,91450.0,97158.33,102800.0,106416.67,110866.67,115416.67,120575.0,124300.0,129341.67,127691.67,132991.67,138541.67,145308.33,97691.67"
"Other Services,23900.0,24133.33,24350.0,25025.0,26033.33,26533.33,27000.0,28366.67,28416.67,28433.33,21683.33,22358.33,24933.33,25875.0,24688.33",3,"Health Care & Social Assistance,90633.33,91450.0,97158.33,102800.0,106416.67,110866.67,115416.67,120575.0,124300.0,129341.67,127691.67,132991.67,138541.67,145308.33,97691.67"
"Government,91475.0,89850.0,88725.0,89016.67,90608.33,90091.67,91208.33,92658.33,93775.0,94316.67,90891.67,90108.33,92516.67,94625.0,89935.0",3,"Health Care & Social Assistance,90633.33,91450.0,97158.33,102800.0,106416.67,110866.67,115416.67,120575.0,124300.0,129341.67,127691.67,132991.67,138541.67,145308.33,97691.67"
"Federal Government,10533.33,9950.0,9733.33,9808.33,9800.0,9816.67,9925.0,10066.67,9775.0,9858.33,10533.33,10358.33,10075.0,10008.33,9965.0",4,"Federal Government,10533.33,9950.0,9733.33,9808.33,9800.0,9816.67,9925.0,10066.67,9775.0,9858.33,10533.33,10358.33,10075.0,10008.33,9965.0"
"State Government,6208.33,6233.33,6166.67,6083.33,6191.67,6458.33,6458.33,6591.67,6850.0,6733.33,6791.67,6650.0,6833.33,6783.33,6176.67",5,"Federal Government,10533.33,9950.0,9733.33,9808.33,9800.0,9816.67,9925.0,10066.67,9775.0,9858.33,10533.33,10358.33,10075.0,10008.33,9965.0"
"Local Government,74733.33,73666.67,72825.0,73125.0,74616.67,73816.67,74825.0,76000.0,77150.0,77725.0,73566.67,73100.0,75608.33,77833.33,73793.33",5,"Federal Government,10533.33,9950.0,9733.33,9808.33,9800.0,9816.67,9925.0,10066.67,9775.0,9858.33,10533.33,10358.33,10075.0,10008.33,9965.0"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,141858.33,141158.33,141800.0,141600.0,142050.0,143191.67,143775.0,142591.67,141291.67,141141.67,134833.33,132825.0,132683.33,133216.67,136780.56",0,
"Civilian Employment,122566.67,122383.33,124741.67,126858.33,129483.33,132433.33,133741.67,134425.0,134216.67,134191.67,121766.67,123633.33,126233.33,125583.33,124761.11",1,
"Civilian Unemployment,19316.67,18775.0,17050.0,14733.33,12575.0,10791.67,10025.0,8175.0,7041.67,6966.67,13075.0,9225.0,6441.67,7641.67,12012.5",1,
"Civilian Unemployment Rate,0.14,0.13,0.12,0.1,0.09,0.08,0.07,0.06,0.05,0.05,0.1,0.07,0.05,0.06,0.09",0,
"""Total, All Industries"",97633.33,96808.33,98591.67,101216.67,103683.33,106683.33,108933.33,110250.0,110416.67,111941.67,101841.67,103691.67,106366.67,106516.67,103719.44",0,
"Total Farm,9616.67,8591.67,8433.33,8283.33,8483.33,8333.33,8391.67,8125.0,7900.0,8200.0,7966.67,7233.33,7066.67,6733.33,6984.03",0,
"Total Nonfarm,88016.67,88216.67,90158.33,92933.33,95200.0,98350.0,100541.67,102125.0,102516.67,103741.67,93875.0,96458.33,99300.0,99783.33,96735.42",1,
"Total Private,67683.33,67958.33,69750.0,72300.0,74150.0,76916.67,78808.33,80266.67,80525.0,81358.33,72825.0,76300.0,80500.0,80466.67,76620.14",2,
